1	58	spider-178-154-243-98.yandex.com	178.154.243.98		Mozilla/5.0 (compatible; YandexBot/3.0; +http://yandex.com/bots)
3	58	msnbot-65-55-213-67.search.msn.com	65.55.213.67		msnbot/2.0b (+http://search.msn.com/msnbot.htm)
21	0	secgwf.plala.or.jp	60.43.59.132		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
