9	15	i121-116-210-194.s04.a012.ap.plala.or.jp	121.116.210.194	http://search.yahoo.co.jp/search?p=%E6%9C%9D%E6%97%A5%E6%96%B0%E8%81%9E%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF&aq=-1&oq=&ei=UTF-8&fr=snmyvaio&x=wrt	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; WOW64; Trident/5.0)
9	53	bzq-82-80-249-139.static.dcenter.bezeqint.net	82.80.249.139	http://www.asa-kashiwa.net	Mozilla/5.0 (X11; Ubuntu; Linux x86_64; rv:11.0) Gecko/20100101 Firefox/11.0
10	2	secgwf.plala.or.jp	60.43.59.132		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
10	14	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
10	16	wtp-g9-maya3.iad1	150.70.172.234		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
10	16	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
12	45	s1134013.xgsspn.imtp.tachikawa.spmode.ne.jp	49.96.34.13	http://www.asa-kashiwa.net/	Mozilla/5.0 (Linux; U; Android 2.2.2; ja-jp; T-01C Build/FFR002) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
15	56	crawl-66-249-74-199.googlebot.com	66.249.74.199		SAMSUNG-SGH-E250/1.0 Profile/MIDP-2.0 Configuration/CLDC-1.1 UP.Browser/6.2.3.3.c.1.101 (GUI) MMP/2.0 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)
18	42	softbank060153126177.bbtec.net	60.153.126.177		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
18	42	softbank060153126177.bbtec.net	60.153.126.177		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
18	45	wtp-g9-maya5.iad1	150.70.172.236		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
