0	46	119.63.196.59	119.63.196.59		Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
0	46	119.63.196.124	119.63.196.124		Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
10	19	188.143.232.211	188.143.232.211		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)
12	56	crawl-66-249-74-199.googlebot.com	66.249.74.199		Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
