0	10	crawl-119-235-237-85.naver.jp	119.235.237.85		Yeti/1.0 (NHN Corp.; http://help.naver.com/robots/)
19	34	crawl-66-249-74-199.googlebot.com	66.249.74.199		Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
20	31	secgwf.plala.or.jp	60.43.59.132		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
