9	34	crawl-66-249-74-199.googlebot.com	66.249.74.199		Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
15	49	119.63.196.31	119.63.196.31		Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)
16	11	crawl-66-249-74-199.googlebot.com	66.249.74.199		Mozilla/5.0 (iPhone; U; CPU iPhone OS 4_1 like Mac OS X; en-us) AppleWebKit/532.9 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6531.22.7 (compatible; Googlebot-Mobile/2.1; +http://www.google.com/bot.html)
