3	24	acykhm001169.adsl.ppp.infoweb.ne.jp	61.124.95.169	http://www.asa-kashiwa.net/	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0; MANM; YTB730)
5	38	msnbot-65-55-213-67.search.msn.com	65.55.213.67		msnbot/2.0b (+http://search.msn.com/msnbot.htm)
6	42	crawl-119-235-237-18.naver.jp	119.235.237.18		Yeti/1.0 (NHN Corp.; http://help.naver.com/robots/)
11	24	wtp-g4-maya9.sjdc	150.70.75.163		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
14	40	p20029-ipngn1301marunouchi.tokyo.ocn.ne.jp	114.167.203.29		Mozilla/5.0 (compatible; MSIE 10.0; Windows NT 6.2; Trident/6.0)
17	20	p16084-ipngn1401marunouchi.tokyo.ocn.ne.jp	114.167.247.84	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E6%9F%8F&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
