1	29	48.211.128.101.dy.bbexcite.jp	101.128.211.48		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
8	54	secgwf.plala.or.jp	60.43.59.132		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
12	6	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
12	9	wtp-g4-maya9.sjdc	150.70.75.163		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
13	8	softbank126006034204.bbtec.net	126.6.34.204		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
13	22	msnbot-157-55-33-110.search.msn.com	157.55.33.110		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
15	34	secgwf.plala.or.jp	60.43.59.132		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
15	45	secgwf.plala.or.jp	60.43.59.132		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
15	52	kd118152001079.ppp-bb.dion.ne.jp	118.152.1.79	http://search.yahoo.co.jp/search?p=%E6%9F%8F%E3%80%80%E8%BB%8A%E3%82%A4%E3%82%B9%E3%80%80%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0; GTB7.4; SLCC1; .NET CLR 2.0.50727; Media Center PC 5.0; .NET CLR 3.5.30729; .NET CLR 3.0.30618; .NET4.0C)
