2	59	msnbot-65-55-213-67.search.msn.com	65.55.213.67		msnbot/2.0b (+http://search.msn.com/msnbot.htm)
5	32	crawl-66-249-74-199.googlebot.com	66.249.74.199		Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)
8	12	s825013.xgsspn.imtp.tachikawa.spmode.ne.jp	1.79.25.13	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-pmc&source=android-launcher-search&v=133247963&qsubts=1353539536085&action=devloc&q=%EF%BE%98%EF%BD%BB%EF%BD%B2%EF%BD%B8%EF%BE%99%EF%BD%BC%EF%BD%AE%EF%BD%AF%EF%BE%8C%EF%BE%9F%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; P-07C Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
8	14	s825013.xgsspn.imtp.tachikawa.spmode.ne.jp	1.79.25.13	http://www.google.co.jp/search?hl=ja&redir_esc=&client=ms-android-pmc&source=android-launcher-search&v=133247963&qsubts=1353539536085&action=devloc&q=%EF%BE%98%EF%BD%BB%EF%BD%B2%EF%BD%B8%EF%BE%99%EF%BD%BC%EF%BD%AE%EF%BD%AF%EF%BE%8C%EF%BE%9F%E3%82%86%E3%81%9A%E3%82%8A%E8%91%89&v=133247963	Mozilla/5.0 (Linux; U; Android 2.3.3; ja-jp; P-07C Build/GRI40) AppleWebKit/533.1 (KHTML, like Gecko) Version/4.0 Mobile Safari/533.1
9	23	msnbot-157-56-93-208.search.msn.com	157.56.93.208		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
9	42	msnbot-157-55-33-50.search.msn.com	157.55.33.50		Mozilla/5.0 (compatible; bingbot/2.0; +http://www.bing.com/bingbot.htm)
10	38	pl561.nas93a.p-chiba.nttpc.ne.jp	111.89.247.49	http://search.yahoo.co.jp/search?p=%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB%E3%80%80%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
10	39	pl561.nas93a.p-chiba.nttpc.ne.jp	111.89.247.49		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
14	38	pl561.nas93a.p-chiba.nttpc.ne.jp	111.89.247.49	http://search.yahoo.co.jp/search?p=%E3%82%86%E3%81%9A%E3%82%8A%E3%81%AF%E3%80%80%E3%83%AA%E3%82%B5%E3%82%A4%E3%82%AF%E3%83%AB&search.x=1&fr=top_ga1_sa&tid=top_ga1_sa&ei=UTF-8&aq=&oq=	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
16	47	d181.chb1n1f4.vectant.ne.jp	116.91.109.181	http://www.asa-kashiwa.net/	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1)
16	48	d181.chb1n1f4.vectant.ne.jp	116.91.109.181		Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1)
16	49	d181.chb1n1f4.vectant.ne.jp	116.91.109.181	http://www.asa-kashiwa.net/l-miso/wanted.html	Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; GTB7.4; .NET CLR 1.1.4322; .NET CLR 2.0.50727; .NET CLR 3.0.04506.30; .NET CLR 3.0.4506.2152; .NET CLR 3.5.30729; InfoPath.1)
17	18	p73a29f74.chibnt01.ap.so-net.ne.jp	115.162.159.116	http://www.asa-kashiwa.net/	Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0; BOIE9;JAJP)
17	23	wtp-g4-maya9.sjdc	150.70.75.163		Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)
17	34	secgwf.plala.or.jp	60.43.59.132		Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/5.0)
